customer_id,customer_zip_code_prefix,customer_city,customer_state
oDyOkHswehqo,36750,sao paulo,SP
9mD48z1lo6cb,95612,itapeva,SP
GPI0sal0PmbH,97030,joao pessoa,PB
TdFhGKoSmwoA,45208,belem,PA
05kfyw121L0G,6864,guarulhos,SP
z0V5lMafRYN4,64930,osasco,SP
mEXDxdgJEvWe,13275,guarulhos,SP
xFKAkqZoSLYv,62400,londrina,PR
i0QhdSBlSzwC,56360,campos do jordao,SP
vt42TnjoOh6Y,92323,santos,SP
1BO9ArVEExAz,37795,serra,ES
YSUfIlvkKkPm,48901,diadema,SP
448h8oRO63NA,55385,sao sebastiao do cai,RS
UFpG8MHU56PL,60731,paraisopolis,MG
iAwXNpuJ6ASb,5802,concordia,SC
SdQLaDt2Ti5P,4049,mogi das cruzes,SP
IoSFn7qBr7sF,4805,recife,PE
00qz8nDJVBo8,3526,pedra branca,PB
3xrqbKJ2yyN8,89111,campinas,SP
EdQAu6sdugnC,12411,juiz de fora,MG
aw7t9jSVkaGI,65059,nazare paulista,SP
9dWco4Knrx5v,62015,santa maria da vitoria,BA
wtpyFNZmlQmG,36501,sao paulo,SP
YiF7TZFpklt1,42701,capivari,SP
DqHFnyRTqDX7,76926,florianopolis,SC
gRH1Um3uxEXu,50740,votuporanga,SP
lpWXQ4rtSahk,2181,sao manuel,SP
s2LU8igauNVT,81930,rio de janeiro,RJ
J8L6hF6HCkb8,8574,mandaguari,PR
KL9QqXHinrHP,16305,sao paulo,SP
tBLe9PRYJthF,59192,sao paulo,SP
zyBONKTlwSch,17017,guacui,ES
zxliJC584yEV,95800,teofilo otoni,MG
aaaL7han8vma,4170,caraguatatuba,SP
Nk5VdaDSeoaN,4165,porto seguro,BA
hfgWuRZr3cCB,90430,boituva,SP
Bsj0WKqvBVUL,31640,juiz de fora,MG
3AvV1DXUooIp,3262,sapopema,PR
2oSm3v71aVcj,9842,sao paulo,SP
DXyhCjop86Sq,86160,guararapes,SP
D52mW5sVz1RB,25936,reboucas,PR
FhLIDCNOiXhS,97090,praia grande,SP
xNNsAm2jDTG4,63180,mairinque,SP
Snufm700pvDn,70873,sao goncalo,RJ
zvhQySSoRaq4,18076,belo horizonte,MG
4geneeK26NGY,75110,santa maria,RS
7bS1Po1SeBPK,45745,guarulhos,SP
geI7JpfZlFWv,71741,cachoeiro de itapemirim,ES
66OYsX7vDr0w,18606,itu,SP
TBbBxXFIeud8,22041,sao paulo,SP
sXYyAYbGhiPk,25610,itauna,MG
SfWQmzUnBND4,57635,campos dos goytacazes,RJ
BqITAwzfrvrC,79115,lencois paulista,SP
CKf7Z3bAkXRl,2040,sao lourenco da mata,PE
ObaOu9jAfo50,44035,rio das ostras,RJ
xvUqPAqK5HqC,64200,itapecerica da serra,SP
1CWLJDvXOKnp,12260,volta redonda,RJ
ZpkBHoznaffX,13035,florianopolis,SC
8ruplZngDO8w,26276,sao paulo,SP
ufS97tDspFXa,35060,igarape,MG
5tV5T3UmcT3v,5569,belo horizonte,MG
DOSu51xHgicL,6310,rio de janeiro,RJ
CgXD9d5ifYpn,2249,contagem,MG
R4Kft8yQNs7W,18075,santo andre,SP
7yMnqt5uJ4oR,40240,sao luis,MA
DN5RI0Mf3vGu,69079,cafelandia,PR
VIaXU1btm2kl,25510,santa vitoria,MG
7gqMhKw85f8h,3268,sao bernardo do campo,SP
WwjqtejA2BKP,29145,embu das artes,SP
IloGwCJEPtb7,2670,curitiba,PR
FLoKsu3XzUZ2,89176,vicosa,MG
upAzYddkBgXr,1545,campinas,SP
lv4BoNMcAA8E,3880,porto alegre,RS
Td1W9TKgU0Rv,93700,sao paulo,SP
oFRN5ZZDlKDE,8321,rio de janeiro,RJ
yqmmVHHXXMTM,30130,montes claros,MG
vKmUEpcOiCtl,95650,campinas,SP
3H7A05xNpM6q,5334,brasilia,DF
ji33raduo1Xg,72016,sao jose dos campos,SP
T3XN4A0Cz5xm,88816,erechim,RS
gDzl7heGvLIW,95870,itajai,SC
nIvctBNhyw25,3627,alta floresta d'oeste,RO
zdjU93k95K9x,2013,paracambi,RJ
qcHBtRjg5O8P,47200,salvador,BA
0rUakzG2PlKP,62050,sao paulo,SP
fKaK7UxfQd8v,88345,curitiba,PR
rD0qpFKPNI7L,50670,campo novo do parecis,MT
x7qxOuNlb8cy,12245,sao carlos,SP
XjJ96pMcPcjb,89180,vespasiano,MG
Iy8059kiw6Rm,58429,registro,SP
Ol05XQfvkdQi,12260,volta redonda,RJ
t2Z3umLTTnV4,6783,sao paulo,SP
y1B9xkGm3KUD,59650,sertania,PE
6tltlZr69TaB,78665,sao paulo,SP
kdVd2R4gr7Pe,35490,sao paulo,SP
22m4GX6y0PEO,33045,sao paulo,SP
MLX2hO3HfrIg,44052,sao bernardo do campo,SP
oEVx12weaRL0,1122,mogi-guacu,SP
zszPd4GeR1B2,5531,sao paulo,SP
XGP0cfjx3eho,70756,rio de janeiro,RJ
9fhLhOXwQZ6d,6023,canaa dos carajas,PA
toVG6aU7KeWe,77026,campinas,SP
6jYXjUApLjY3,96071,brasilia,DF
R6OX5CnPeo9L,28930,belford roxo,RJ
6qYGUIUnaq1N,64804,paulinia,SP
2dst5EzRp4wa,23550,matinhos,PR
Gqh2DIwQ00WQ,9290,sao paulo,SP
BI41OOOLluL0,1404,maringa,PR
v0bFN9UmPxkX,7240,santa rosa de lima,SC
RZUg8v2LNzTe,6331,jatai,GO
wIkG7zmXqgEe,70390,franco da rocha,SP
FH9gruIIbkk6,35500,belo horizonte,MG
yp2VSS8IKZ0e,62280,colinas do tocantins,TO
hMWPjsDdzntN,2347,juiz de fora,MG
tvvLErrDEcAZ,71010,miracema,RJ
XqglaQclfsGG,55032,alto parnaiba,MA
13agUqhDCNRk,78120,cataguases,MG
xeF6OYJp42Ih,38055,cruzeiro,SP
TQPf6zZaqRRO,26521,campinas,SP
DZRpMdQwJvKg,61650,sao paulo,SP
oOygCbfAAaUg,69020,aracaju,SE
qBWORF2Ghxhl,79390,juiz de fora,MG
HZ9EozvXoJ8A,90470,itajuba,MG
h6ak89p0mB8N,53020,sao paulo,SP
kJOgZxL5ssSB,41110,aracaju,SE
4208NbEQPAJQ,49010,itaquaquecetuba,SP
T9Tn4ysDqLvi,32183,braganca paulista,SP
9eIHDJ0EfBR3,33020,boa vista,RR
a2MmMJ4SUAIU,74769,sao paulo,SP
2LmZz993A1AK,3068,sao paulo,SP
1f1hYTilMh0c,21236,rio de janeiro,RJ
7pMEdg5bWpNr,17502,novo horizonte,SP
CHwv4s0Hfj1v,62190,niteroi,RJ
Oab6GoS9tEwR,29325,pouso alegre,MG
d2aqaQFjMtC9,3710,belo horizonte,MG
aF1fAWsxGXAG,3559,sao paulo,SP
Rs3vsZo7DJOb,24020,santa maria,RS
41NAIVPy5LeB,29450,sao paulo,SP
zNDvL8eP4eDT,45830,cavalcante,GO
9PutDuGKqkJj,45455,praia grande,SP
PFsvfxyxxXsZ,3905,sao paulo,SP
wGFtMykclDKh,57250,iramaia,BA
zfRoQJPKCguM,35565,ibate,SP
zp24G8xzNdnp,76300,rio de janeiro,RJ
EFUXLw3Co6Xd,55641,franca,SP
RHf8rVOK8Gpn,1004,ituporanga,SC
2aT4xO1I2aR1,91110,sao paulo,SP
h0wF7XqO53cM,29115,sao jose dos campos,SP
rDUoH9DgkLRX,23820,florianopolis,SC
bfwrr2e0bFzy,75140,rio de janeiro,RJ
F64yXr8JGNXa,13085,mafra,SC
RUAO46NKcKtN,27971,iguatu,CE
z0SGUu7RPMt2,71910,florianopolis,SC
zL6Jty9gQOml,28640,pouso alegre,MG
sspMuUuiFxOW,59378,sao paulo,SP
iqrfE7316R08,85555,brasilia,DF
nhJI4aWV7JEc,65180,mogi mirim,SP
CBS7cRT137fd,27537,sao paulo,SP
PwqzARpT1Mhn,4231,brasilia,DF
EfKFr463kGg4,1004,ituporanga,SC
r9zARoxbG1bV,11711,pirapora,MG
rghvgRg1cmqT,65415,porto velho,RO
CxrHP5GMTogj,71010,miracema,RJ
5IHxUd0tFo96,9910,maringa,PR
euIur9YcyIQ1,12970,nova roma do sul,RS
PYYvs8dvMn91,85067,bauru,SP
zHoPwu1j1zxl,5016,sao paulo,SP
NtajMSDrObrI,11421,governador valadares,MG
TrriHjP1mjBW,41130,sao miguel do oeste,SC
1Mi4Zlp8N3Mp,78045,sao paulo,SP
aD38RjytpPbm,36290,tupa,SP
i7pCTAvSHIOs,5586,sao bento do sul,SC
z0hnsgVs82gW,3333,itatiaia,RJ
QqhUeBlZf010,41340,candeias,BA
UTBQ6R1DjFUG,24416,sao paulo,SP
FaSpnPwXXRW3,66025,rio de janeiro,RJ
TCxKwI3YeUJd,58400,brasilia,DF
1aaFV3aQ8VGd,63500,sao luis,MA
fYT4KmmrgbAJ,66635,guarulhos,SP
w3DrTuDfDFNc,3541,rio de janeiro,RJ
musSkaau7B7t,76580,guaruja,SP
x0egbRkyNVME,71915,campinas,SP
fUVnNASwp11H,2361,ribeirao preto,SP
ybzvfDddnsnM,9614,recife,PE
sRwho3azUI1R,4662,blumenau,SC
Bx2N1Jm6aXxu,82920,sete lagoas,MG
uqqtG6zYWBtk,36090,araras,SP
La7tviAmAqzM,94853,araras,SP
NpgDNW0M1Dw1,7832,curitiba,PR
8SyzKCsK1bSB,36670,santo antonio de jesus,BA
d45KZqP9wiiD,11722,garca,SP
Xw1Sp5A51mm1,11664,rio de janeiro,RJ
IpcFVwlRfFCA,62630,itapecerica da serra,SP
3yZqfArrZ9sB,62030,ouro preto,MG
dG5wPNRNiZwj,9445,uberlandia,MG
qB2rmHV89IYX,9951,itatiba,SP
gCbcEWe0QcV8,12285,brasilia,DF
4Haqa4YkJM9K,16402,campinas,SP
IoClt11RB8UW,35368,niteroi,RJ
GR7M78lduhCV,86925,santos,SP
lDkcz8ZFhesQ,78745,aluminio,SP
kF72HvmTTSPQ,5466,sao paulo,SP
M7yxJqMNbEUy,4734,rio de janeiro,RJ
5nObvbldaAry,13568,sao paulo,SP
7MgF1OLhnPW3,38120,itaju,SP
mvHISsemv4fO,96925,taboao da serra,SP
XPqtv9spn8jY,70687,confresa,MT
CxW4WzatHkYF,38700,sao paulo,SP
o70avN6tDo69,4278,brasilia,DF
x64msWBkc4x1,36606,sao paulo,SP
JuCfaEq4BXZC,75133,tres rios,RJ
BJXX27ZF9WIC,78057,sao paulo,SP
7jn0Pb6KZuYU,87020,santo andre,SP
ysuhL9a8qR2Z,11800,caconde,SP
cC9u5sBhxaVk,1534,lavras,MG
79L0ckJ7qU27,38447,rio de janeiro,RJ
cfCXMMU3OmCq,60866,xangri-la,RS
of45BnduoWEw,13098,rio das ostras,RJ
jlAFEgGSkqat,17810,osasco,SP
HMZNBYMPtbOx,63580,rio de janeiro,RJ
DSM4tm7LsGy2,58840,sao paulo,SP
0RbNEtQgl4EP,72325,brasilia,DF
RDxG8AY8faFC,83015,araxa,MG
XZtPcTcRkF6p,56140,rio de janeiro,RJ
V8WQUgELUCZq,77780,vitoria,ES
3vhkMMfhnjKa,29164,camaragibe,PE
pHWxX44NRMoF,2303,abaetetuba,PA
PcEToQbE6mAZ,5687,sao paulo,SP
rxKqS40ZTT1u,48011,seropedica,RJ
76JJI38aHmZ6,58115,sao paulo,SP
86tB1Q8Nm5Nj,12701,belo horizonte,MG
u50D59apLg4X,27261,camacari,BA
4SSYG520yUoR,83606,mococa,SP
ovCnnxMXLr5n,94430,santa albertina,SP
ZC4rTWFQlnFu,3027,sao paulo,SP
pvChIdbEycSX,65870,guarulhos,SP
iYmZLDHkgfqA,31050,salto,SP
yvfQh8YA2Jqs,65390,diadema,SP
V1sOGZIYdi27,15560,mage,RJ
Pt4jL6oOu0ia,73808,sao paulo,SP
lKPHDknfFP2K,11960,primavera,SP
JUplDsvbFRg1,27523,sao bernardo do campo,SP
FpkqvZonzwq4,3689,criciuma,SC
FyFdzOJdXRCl,97850,senador guiomard,AC
TpTfuuUBsAK1,5447,natal,RN
2bjuLWz9ryUP,5206,sao bernardo do campo,SP
IxtNxRwtYrKp,37780,pato branco,PR
tzQx2NAFMEa7,1314,sao paulo,SP
CqB792kTgWsv,15870,porto alegre,RS
CFrafaN6qBH8,37245,florianopolis,SC
lzwoly0WDtxF,4165,porto seguro,BA
fNiwsiCGt4Jl,74953,campos novos,SC
vCgBY7Q2EqEq,56640,santo andre,SP
Xb2ozHRPmzIN,21931,sao paulo,SP
RoyssVmAgWBB,13044,niteroi,RJ
78b06lXdYFaO,67105,costa rica,MS
3htHXEd3tzvu,37902,brasilia,DF
3TBjCdaNWkWl,67020,campos dos goytacazes,RJ
sgzQ4b2YMHcw,31814,bertioga,SP
EFyIU3kZiOaL,36592,recife,PE
tmZ9k7q56yq8,13971,monte alto,SP
LA1y3a5sfdwD,9050,sao paulo,SP
J6qiYfa6O4jL,2514,piracicaba,SP
xz7Zs1ahCBEf,3185,florianopolis,SC
9PB4n7lqb4ka,94490,nova resende,MG
EkORd5pZrXBF,36050,ponte nova,MG
EobjNztrUqbX,13873,juazeiro do norte,CE
6WsiLf1Upa4c,90430,boituva,SP
YpBVAyfTyn1W,61654,aracaju,SE
qj3pZ3IINcsD,16450,jaboatao dos guararapes,PE
6INAIZGwbk9Z,2130,sao paulo,SP
4YXCEQ1T6HZW,65042,guaira,SP
2SRE0sqlCPbn,72016,sao jose dos campos,SP
8tTUVyWIt4Om,4910,cascavel,PR
4sYs7rKAg9YF,1502,gastao vidigal,SP
dmsOCiHuzOaz,60510,sao paulo,SP
lkIdg7B3VudD,44200,sao paulo,SP
omqhjjHYZvM6,28925,sumare,SP
i1spBDVSHTWM,2224,fortaleza,CE
H5wWXptKlpKM,27278,teresopolis,RJ
Eu9P5VqBa3J7,19750,curitiba,PR
sEVRFpwU0SuS,3976,sorocaba,SP
Yftt8VXmDqwm,11380,santana de parnaiba,SP
DlGjqlE97Bls,4124,sao paulo,SP
hQa0g12sXn6p,24358,guarulhos,SP
LpcDTkM0wkww,37713,rio de janeiro,RJ
cH6hvUGHy3Q8,29950,aparecida de goiania,GO
6FY30ZKFlA5S,3816,sao paulo,SP
yCOhKOiJm2Xy,45920,sao paulo,SP
9oDpHfcVDCiS,68638,erechim,RS
LTA8lbNdBToa,94834,wagner,BA
H36IiP8fQLmi,45540,santa rosa de viterbo,SP
BVoCX433JDdn,72601,sao paulo,SP
GxVBRb2gnZaR,89814,sao paulo,SP
cfNBC1RJPtDK,74535,lencois paulista,SP
kFM8TL0AxiNY,45661,itaquaquecetuba,SP
Two3ha6y1X6i,72592,nao-me-toque,RS
O4pffQq6ObvN,44024,conselheiro lafaiete,MG
6pKYNQH11GvG,75063,rio grande,RS
wC6i52DKSx7K,35878,rio de janeiro,RJ
xZueqoWAN0Vw,29942,bauru,SP
5YVUdIbrwo6o,3567,rio de janeiro,RJ
H5JGiCNPOaMW,5060,sao paulo,SP
swOedbUIOWbt,3281,nova andradina,MS
YeExVWNmaaXi,4534,jaguariaiva,PR
M43PdMlY0DNj,1544,rio de janeiro,RJ
1MtalljYN0Lw,15014,sao borja,RS
A14dXzf6xlZ6,38055,cruzeiro,SP
EF2Yj1dUXoq0,3687,sao paulo,SP
YSXmkR4vJSkH,79134,belo horizonte,MG
gBLYQg0WmXdU,18602,sorocaba,SP
cCeUZS1Nbimx,47806,barueri,SP
5l11eNPwi484,70336,praia grande,SP
AJFXahmGFNmk,5573,salvador,BA
RS7WWiexa85X,95572,brasilia,DF
0Slsymu64Enk,99713,belem,PA
9LN168p7k1MF,19860,corumba,MS
SLs9rzJJ3Acs,18108,belo horizonte,MG
STTEmITLhK9l,21381,sao paulo,SP
KwAuXJIG0eZH,40260,sao caetano do sul,SP
aUbGBPaecJz3,36730,osasco,SP
zuf0LWUndk4b,2566,sao paulo,SP
rTM6KfPPbuAn,5802,concordia,SC
TeM1o0OBxNLF,18760,sao paulo,SP
gMzFv3TdA2BK,5029,rio branco,AC
OqKWkxe2q10J,29020,rio de janeiro,RJ
2Z4WZA9NlrAb,46200,sao paulo,SP
HhFH2aqidt07,85835,lagoa santa,MG
EarOVbI7b7xW,56360,campos do jordao,SP
alnFp4roX7hq,6826,serra,ES
dlOvxi6sBOK8,71927,belo horizonte,MG
GCcJvGtaLZSC,65010,londrina,PR
alcwVUyAgiLZ,83203,porto alegre,RS
Bnxkku2r8K5K,3441,capinopolis,MG
BTClX3EEBbSu,29025,sao paulo,SP
w0gikFi8yBDk,4651,braganca paulista,SP
wgN8JFHbsuB1,3553,niteroi,RJ
rWvzBPqFt4U5,60325,sao paulo,SP
XDwRz6ZGmzI0,58429,registro,SP
6lZ4X35emPWb,3625,bebedouro,SP
NGX4d3gCI4e6,83035,penha,SC
5o7UOa7N3xiB,29103,urucui,PI
r0YXKpo0Kcqc,4841,ribeirao pires,SP
2FV2c0ZRfEeR,75707,sao paulo,SP
e4tJOFslVmOe,13337,sao paulo,SP
5SnxPhSW0F8C,73813,porto alegre,RS
UDG4kcb8nzcQ,5707,conselheiro lafaiete,MG
1I3Didz3IdLE,13825,sao marcos,RS
cCApZugzrsxO,65755,salvador,BA
lDuHdfaKdWky,76700,macapa,AP
J26qs27lB8qW,4293,joao pessoa,PB
p4cDMvgZuch3,83414,porto alegre,RS
B1Ww0DHxgst5,4308,rio de janeiro,RJ
XwLYIBCwgbzI,45140,caxias do sul,RS
iQkCYm0WLEKL,4068,rio de janeiro,RJ
IUOv0UdQrDd6,70390,franco da rocha,SP
VCprUoHL2fv3,9960,simoes filho,BA
N6MsLcqFUayG,29126,fraiburgo,SC
53MB9aqUhq3j,44620,leme,SP
OD0WCkIX239O,88828,sao paulo,SP
f4qGIL7ljBkP,83302,cunha,SP
ORFn9ahpAGU6,45690,sao goncalo,RJ
33RmJy8YCLwF,89511,sao paulo,SP
leUpWO5rkwDt,2520,sao paulo,SP
l9jV607fFrdi,32180,sao paulo,SP
fNMTdbDJUi2P,15502,rio de janeiro,RJ
W7JR3hlsIB62,14409,sao paulo,SP
VE0op147CHvz,53230,itaitinga,CE
3Qd8NwGBYm0Q,95057,balsamo,SP
GutXnYzYniaf,89970,ipatinga,MG
kpaqkpLzeKQ1,99457,guarulhos,SP
kjqNOVpPowte,75126,limeira,SP
ldohgpO1seFW,13056,sao paulo,SP
K0C5N7Kn56xS,39862,guaruja,SP
DXR9gDRUO57U,70238,campinas,SP
D3Z0voTuJmsf,47640,sao paulo,SP
9gylP1yXqJC7,12170,sao jose do rio preto,SP
0NSUz7fOlwmi,3567,rio de janeiro,RJ
AP0vK5eDgf67,13304,sao joao d'alianca,GO
p1i0BALkoy95,95580,guarulhos,SP
VhNspFfoOSdl,63240,sao paulo,SP
lNtOnJqfzPTq,11547,sao paulo,SP
CyteYpP31Z3B,74367,guaruja,SP
cENFOXypJV6A,4308,rio de janeiro,RJ
snLlR3pAmLZy,47990,rio das ostras,RJ
6qcM2tOrT0eI,2029,porto alegre,RS
cuiwQs9aZL9C,83203,porto alegre,RS
DozZgDVyunfC,87208,gravatai,RS
vMVPZWaOGM84,3378,limeira,SP
I77AQwtnuzkc,66025,rio de janeiro,RJ
tqtSwtX5kseX,9973,trindade do sul,RS
W90RYbnN36N7,6026,camaragibe,PE
dXStSM745PUf,31950,guarulhos,SP
zNqHY1HB90Kz,68464,sao jose dos campos,SP
C5GE6M2OIjzm,2220,itajai,SC
oB3mRhFmWtSy,54368,sao paulo,SP
kgcxvj7oyzIU,27343,aracaju,SE
hWLgGkwZ014Q,19350,ribeirao pires,SP
XtVLvut5KGOV,44090,cuiaba,MT
wVE9shXVCLdC,11703,serra,ES
q17r1hvHaWsG,74013,mogi das cruzes,SP
HIbuspsnaELc,94185,lages,SC
TkYehsDcOh3W,88511,patos de minas,MG
3FOnDkcPBigg,17027,caxias do sul,RS
r9OoDxiBYXnS,71250,catalao,GO
zkaVcDJljz7W,59125,cambuquira,MG
aic8TXOlbKPq,65755,salvador,BA
V7iXmXupK2p4,13843,mogi das cruzes,SP
AEipT2tOUPty,44180,rio de janeiro,RJ
8S3dOFmnZ1Gs,31814,bertioga,SP
gkCdDwvXsGcI,17310,carlos barbosa,RS
YJVPOuQK4aoR,1223,itaperuna,RJ
HJvFFGe6Gh4I,95084,sao paulo,SP
tnwkxicM8PLg,9664,santa rosa,RS
p20weAbWGxoL,39895,rondonopolis,MT
CGXzkIqx7h7e,35935,virginopolis,MG
d1Mo8FXPiHB9,3260,sao paulo,SP
arJqVJ43NjiQ,50010,urania,SP
zUEZrubE4ert,5075,gaspar,SC
o6kTy5uDsih8,59700,sao bernardo do campo,SP
8xQg8dxmaIKX,74633,rio de janeiro,RJ
uOJh8AQbEoD7,78098,mogi das cruzes,SP
RAEh810qgh5b,2873,sorocaba,SP
V1VG7JZufWsh,3063,rio de janeiro,RJ
ODQR2k5peY1h,29090,rio de janeiro,RJ
PRQGvkHPzHUD,98010,porto alegre,RS
nlsmfw6fKj8f,53090,cachoeirinha,RS
ilyhNxBrxki0,31814,bertioga,SP
gWXIhN4AMk9T,54520,goiania,GO
hkeyw1qNyGbH,98465,limeira,SP
w8bHbYDUqCZT,28145,carapicuiba,SP
KobUVn6Ig4rm,36760,montes claros,MG
JJTnjvHXqTt0,89654,rio de janeiro,RJ
R90R0jLoKYiQ,38282,sao bernardo do campo,SP
6SAfyx9kiKOC,78400,andradas,MG
O5bawUOhDhss,60742,pocos de caldas,MG
GijQFOj0iewo,60875,minacu,GO
9LPoCPJJYDdP,4895,duque de caxias,RJ
syW9EcmlOmsc,34006,sao goncalo,RJ
ikXwqhpIrlqf,79842,gameleira,PE
h5FjgRAiEqQG,73970,volta redonda,RJ
eiKBigGpkGYX,38610,feira de santana,BA
sJ8ERo2ahj1j,94370,contagem,MG
2wiVMeaiz5Q0,5119,salvador,BA
jfccYYfpEUTm,63630,sao paulo,SP
WBI9lHb9sKnR,25560,itupeva,SP
MPLyLX3yFq8m,51010,natal,RN
HcpvfIiPUwrO,5408,duque de caxias,RJ
aKDpjere7pDJ,6018,sao paulo,SP
5iVKjHZWru3T,88817,belem,PA
IPM75gz16GPE,20221,lauro de freitas,BA
skUDwfPOvoZG,79900,tupa,SP
gN02Vzsx1fag,31540,rio verde,GO
z7nVc602QafT,11910,amparo,SP
bjInVFVKmikT,41343,pelotas,RS
9Vl21VbXSrXa,24755,campina grande,PB
PWoFjAOPZhUe,3042,iguaba grande,RJ
GX8ljwp7iIif,32407,sao goncalo,RJ
4yWWhPHcSMoS,15780,sao paulo,SP
p4X3UVlF5qkH,93819,louveira,SP
swX7rFZ6Kp2Y,5542,pelotas,RS
1OewXwhk3I6x,29177,chapada dos guimaraes,MT
OGSYvOkbJFRy,74975,itaipulandia,PR
ZKqlmxDJhLd5,32423,sao jose dos campos,SP
eynK1bBVQ3Tv,13331,guarulhos,SP
3GYGmXNAHaJk,75904,sao joaquim de bicas,MG
3UFa0T3bbRZO,87600,vinhedo,SP
q1fJHt1cZkcd,3553,niteroi,RJ
kNLgMvPL9lSB,5844,florianopolis,SC
7zGKEyUWoAVC,88868,ilhabela,SP
pCEVL1JZGno2,60713,sao joao batista,SC
5O9khdo5Zqt0,12960,santa isabel,SP
28uQsimb9mGE,36202,sao paulo,SP
wm8DGTeScARX,4167,sao paulo,SP
YP1taU1cSMi5,95717,florianopolis,SC
h4tdzzc1cngu,54460,santo antonio de posse,SP
I2K6DLHaEk2s,37048,santo antonio do palma,RS
OgtgLbPO3efO,9133,taquari,RS
q3jOk466OiMn,88820,frei gaspar,MG
Nhmj5PZKmzA5,59084,ponta grossa,PR
LAO5MoYvFwdy,78400,andradas,MG
PY03rklD5moe,45657,cariacica,ES
McAUZZQ9nMNK,15704,taquaritinga,SP
9iIZrzcvI7zR,68640,rio de janeiro,RJ
dyskErtiuMWf,2631,rio de janeiro,RJ
4JDyDXYcbMgy,6720,belo horizonte,MG
sELTQXLYuN48,1330,americana,SP
aPdZgXELs3AW,89031,nova serrana,MG
Vixhc4lZBSni,8343,mongagua,SP
olVYkNedRxK2,3119,valparaiso de goias,GO
TBBcdQ5SmUXI,18602,sorocaba,SP
1czs1QrhMxgB,6273,nova lima,MG
1Pew8aJdUJPN,2957,guarulhos,SP
5MhEihJjQJc1,3143,passos,MG
c5yHYB5SR9Ej,15355,centenario do sul,PR
431ap5ihepLk,3211,pojuca,BA
qA99rCsOY2AL,39645,santos,SP
x7GUhjsODw2I,26012,boa esperanca,ES
4j3SScP2pRRQ,31545,pirassununga,SP
WX9Kp3khhLxy,3411,sao paulo,SP
prFXyoG63fCH,75950,mogi-guacu,SP
cv6eHGQIqWva,2754,arapongas,PR
DLhVzNRZ27JS,9760,garopaba,SC
zWi9ZpG0Ac83,14780,tocos do moji,MG
WZnIBs5YT6N5,89110,rio de janeiro,RJ
On8U5C1Z9vyF,88119,fortaleza,CE
i3KQwKzayefb,84046,silva jardim,RJ
eJFN0nuhfDXY,27947,vila velha,ES
BWb6w6pqahoo,75870,mogi-guacu,SP
DbFWNf2aHBBE,8795,santo antonio de padua,RJ
iDw7ItaXi3a8,4066,sorriso,MT
pOnCPdWzlASb,27925,sao jose dos campos,SP
ZUWSw0c82Xor,9450,curitiba,PR
7O4tveAnjnG0,49000,sao paulo,SP
8JuFondiEZMY,17600,sao paulo,SP
2vDf6ba6SXgi,35190,londrina,PR
dq0wA8g0pL5j,14871,cotia,SP
sjKm5K4p0mVQ,39723,extrema,MG
M0YSRyNpDBBP,26051,florianopolis,SC
nE2dDuIpm3gd,69908,sao bernardo do campo,SP
iMcppfMcgwnI,4154,belo horizonte,MG
a02EM8G0SGw7,5519,duque de caxias,RJ
UyXt1wwmZCfy,79022,catanduvas,SC
HIvauUi2wFXU,6872,valinhos,SP
adxc1kiEQMIX,73820,sao paulo,SP
79IazmfnfRYh,75828,sao leopoldo,RS
FVbl0luip00l,3822,conchas,SP
IkHyC6FnCJAz,70756,rio de janeiro,RJ
DvPiCx5Zkro7,7991,rio de janeiro,RJ
bS8kLCPN3ZZB,35530,rio de janeiro,RJ
jpHDVgvA18PL,29129,taubate,SP
lW3J6hUptkDW,2733,alvares machado,SP
D5Bko0TdBBuz,8501,jacare,SP
hcXBQOhFCtAU,15265,paicandu,PR
Y6hRbc9jj0fx,65030,guarulhos,SP
3OiT7uWfbUyX,26210,brasilia,DF
ZdbL5CKbwI0I,11705,caruaru,PE
fo2gZOQU069r,13660,ourinhos,SP
f8gX6CewAvxJ,13070,rio grande,RS
tFHOh8Ozo6o9,76720,buri,SP
aj3feizeHGBF,66625,varginha,MG
BPPIUlkfMCAe,1255,chapeco,SC
Rq2yRdniU7Vo,35148,sao jose do rio preto,SP
15wp6AJo0Noj,2631,rio de janeiro,RJ
WCO4Dt3km0kQ,26443,sao paulo,SP
uSrUi3uXzeE7,2415,jaragua do sul,SC
YUCcntm8WRds,83504,sao paulo,SP
xC8oIMhfBF8Q,59012,franca,SP
98O1kqI5J996,74893,taquara,RS
xFUrcbz6aibt,18051,sao paulo,SP
Bx3h4kfyfb0X,79995,sao paulo,SP
4aSbKmCe2D7h,4652,santo andre,SP
IewIs86mlsy6,13322,belo horizonte,MG
tjcg4U5CpRwe,6620,curitiba,PR
94uQ7z4VFQeK,11706,suzano,SP
ZbPvuFQzSOr9,65606,sao luis,MA
SFnWhzVfKAzO,1222,governador eugenio barros,MA
b2n3tUcn7Wyo,16406,marica,RJ
fQgqVXhtXTMz,26185,barueri,SP
pOENCjKIfmaC,29177,chapada dos guimaraes,MT
LjRnOjEqVTI4,75065,sao jose do rio preto,SP
eRyDfBWIiAyQ,57025,salvador,BA
utWJe0L1hlov,31530,formiga,MG
bmhm3QokYLk7,5080,fortaleza,CE
VCCNigCLFuz3,53090,cachoeirinha,RS
BuHWNWHhvdGs,38706,vitoria,ES
fsO1mBWKVJpu,77026,campinas,SP
