product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
IoGD6uzsov3s,toys,1400.0,47.0,21.0,41.0
89oT9Pz9eQaA,toys,150.0,16.0,13.0,14.0
vw892o2RlNGu,toys,1250.0,38.0,30.0,28.0
MbTEkEoVujvy,toys,167.0,18.0,4.0,11.0
uNUMuSeJcN2k,housewares,4900.0,46.0,31.0,38.0
6lqYiC1kC4WA,toys,2425.0,29.0,30.0,19.0
XdUtK799cGpM,toys,1050.0,42.0,11.0,35.0
CTBTyZHvgYLB,toys,1350.0,24.0,24.0,24.0
WmfAmwybEF7J,toys,1300.0,42.0,25.0,15.0
DwErrH6eI5GJ,toys,7650.0,20.0,20.0,20.0
HDq02GU8zCWs,toys,3008.0,32.0,45.0,32.0
Z7NI6Dt38nnY,toys,293.0,16.0,7.0,11.0
IfiF3xz32fhG,toys,1650.0,40.0,45.0,25.0
MlPuz9Xo31PC,toys,2100.0,50.0,30.0,30.0
aBA2ep1dUBel,toys,2300.0,33.0,44.0,19.0
UPlFP7qBFnWk,toys,2841.0,40.0,23.0,26.0
PcQgYA0C59vr,toys,641.0,21.0,12.0,17.0
R1yMaw8aSnkP,toys,250.0,23.0,5.0,38.0
BJJrlGkO2xXo,toys,13900.0,40.0,40.0,40.0
BoO1Y6vXLikN,toys,200.0,16.0,16.0,16.0
agHablBGdArK,toys,1200.0,29.0,21.0,27.0
vQAvYGe8wzDL,toys,550.0,25.0,25.0,25.0
6Dhk50i6bHvf,toys,998.0,27.0,13.0,24.0
xMUv0qmGsiMM,baby,700.0,20.0,20.0,30.0
6iped3gcNaVR,bed_bath_table,400.0,19.0,13.0,15.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
e4YCQw9l2Zqh,toys,350.0,30.0,15.0,30.0
wtYjscnvuS9v,toys,550.0,70.0,10.0,40.0
okeTrSnZvK0a,toys,550.0,35.0,23.0,35.0
jRIrMh7koHAn,toys,450.0,20.0,10.0,16.0
C9UldZ7sj0UE,toys,2250.0,22.0,22.0,22.0
vLzJgpRoxzR3,computers_accessories,214.0,18.0,14.0,13.0
oQTuTJAnstB2,toys,850.0,16.0,32.0,16.0
URulqNzOSIci,auto,1050.0,40.0,4.0,30.0
Rugpsd6wUZpm,watches_gifts,757.0,19.0,14.0,15.0
GR4hjj8p8gwr,stationery,10100.0,28.0,55.0,37.0
v2ZwyydOM1YI,toys,1225.0,33.0,28.0,28.0
hoFRvSkFE7Xv,home_appliances,950.0,25.0,11.0,15.0
sPiQxH4jxtYJ,toys,16100.0,35.0,65.0,44.0
eycyBYT7ILqQ,toys,4150.0,36.0,36.0,36.0
OkyIKp57HLVU,health_beauty,250.0,17.0,12.0,12.0
mqrnNPLgsDKO,toys,750.0,30.0,30.0,11.0
0y45eVtetebX,books_technical,500.0,23.0,2.0,16.0
L522kwIMAstJ,toys,5250.0,56.0,17.0,40.0
GGcnjnX5KIED,toys,150.0,20.0,5.0,12.0
LMZxqlyRDuPY,toys,50.0,19.0,4.0,20.0
KFBpZwrqE7A7,toys,250.0,105.0,13.0,13.0
pdKs9Ey41DIL,toys,1050.0,21.0,29.0,29.0
KNu6wFpqCyIK,toys,1500.0,45.0,10.0,35.0
DB2fMovOZ8gh,toys,7100.0,50.0,33.0,31.0
c0q5BVvDDPHx,toys,2600.0,16.0,31.0,39.0
GFFk9oSHxhFa,toys,1550.0,30.0,5.0,30.0
h2L3kgHs7Aaa,toys,700.0,32.0,15.0,21.0
bWoMHuBg7TY5,toys,7700.0,35.0,41.0,43.0
OyNjP3ysqnRA,health_beauty,1250.0,42.0,11.0,12.0
NDjTgwCB0TgB,toys,300.0,16.0,14.0,11.0
urHFl7B356oq,toys,133.0,23.0,14.0,11.0
rkFp7albv3Hz,sports_leisure,1650.0,40.0,45.0,25.0
EhzeC91Iq9EH,toys,1033.0,31.0,17.0,22.0
dAz11YkQkoue,health_beauty,100.0,20.0,15.0,15.0
OmaxRIzrq2uM,toys,75.0,18.0,3.0,12.0
97I7i6BQRjqd,toys,200.0,28.0,10.0,13.0
u4fnFSfDpjs1,toys,3050.0,50.0,39.0,12.0
iKvXbzCpjmN3,toys,421.0,16.0,13.0,16.0
fRSVOGeZ0ad1,toys,100.0,16.0,5.0,20.0
6EkU22DfHWTq,toys,1200.0,18.0,27.0,18.0
WOuSAEq5sD63,toys,500.0,17.0,8.0,13.0
vTrdy4RV0PS5,toys,2200.0,48.0,25.0,25.0
AWSkluuWPz6r,toys,75.0,19.0,3.0,11.0
oIZhJRbPDnBG,toys,200.0,39.0,4.0,27.0
WNlHpHCpYrRu,garden_tools,8875.0,40.0,14.0,43.0
7UIj67MsNIVO,toys,100.0,16.0,3.0,11.0
jIh3XszzPri6,sports_leisure,5200.0,20.0,60.0,35.0
7xzO7DsjMgCi,toys,413.0,18.0,10.0,14.0
OyNjP3ysqnRA,health_beauty,1250.0,42.0,11.0,12.0
grBbQCqjRpMu,stationery,450.0,16.0,6.0,11.0
v6yZZjXyU5qz,computers_accessories,250.0,16.0,5.0,11.0
4s2TaggMOI9t,housewares,350.0,20.0,30.0,30.0
GmgXGONutNxg,baby,6600.0,45.0,25.0,35.0
tPlw2QcQOvKf,garden_tools,1800.0,37.0,22.0,40.0
y9sTjzmkykmN,toys,1550.0,48.0,8.0,39.0
HRXu29GwfAUj,toys,1100.0,45.0,8.0,35.0
Tu1BFgu9GnLO,bed_bath_table,1500.0,40.0,15.0,32.0
pTrK5MYzL4Ca,computers_accessories,233.0,16.0,14.0,15.0
CpeCg2UGCL6P,toys,250.0,40.0,4.0,30.0
GmgXGONutNxg,baby,6600.0,45.0,25.0,35.0
YGmBOT1Elsr4,telephony,100.0,16.0,11.0,9.0
glRGaIPZ6LJU,toys,225.0,18.0,3.0,12.0
DuksRo7zoQS6,toys,16250.0,18.0,53.0,39.0
PSS14qFZXi59,toys,300.0,16.0,4.0,20.0
tZVkVkOxhade,toys,6200.0,31.0,38.0,28.0
LdTIoLzeUdOX,,2500.0,58.0,18.0,45.0
9MKB6wRDLQ0U,toys,1100.0,25.0,25.0,25.0
NmXJXDeHjNcb,computers_accessories,220.0,22.0,13.0,12.0
iMXwPJFyhMs9,toys,387.0,17.0,12.0,12.0
xzFwpEzH3Ohf,housewares,2700.0,30.0,30.0,30.0
tCUV6sOvY4eR,toys,2350.0,20.0,20.0,20.0
USrWNwdVuUhu,electronics,1250.0,26.0,10.0,18.0
aTPq9fak1j3i,toys,1650.0,69.0,10.0,40.0
Frot5FLjBR6q,toys,175.0,20.0,20.0,20.0
XbBabjRSnFzZ,toys,625.0,28.0,7.0,19.0
eeqNwUHLzwY4,toys,400.0,19.0,12.0,13.0
xAU5QJnI3NSi,toys,400.0,18.0,11.0,20.0
44VI3k46Tzq2,toys,150.0,24.0,2.0,17.0
2be5b9MESA4H,toys,300.0,27.0,5.0,16.0
MSNeSuWVeA61,toys,400.0,35.0,15.0,25.0
htiVXvUsfePP,toys,900.0,35.0,10.0,22.0
LCemnnL1mKZM,toys,1190.0,35.0,20.0,21.0
1rFoOcG1sQwB,toys,100.0,40.0,2.0,24.0
aUvBxYvPYgvN,toys,350.0,17.0,4.0,12.0
fRSVOGeZ0ad1,toys,100.0,16.0,5.0,20.0
Hcm5dbB6EOxN,toys,700.0,40.0,45.0,25.0
vbEhjX2R3jSL,toys,11375.0,55.0,19.0,33.0
ybI61Kv1Qzx0,toys,1050.0,35.0,15.0,25.0
Usi90p4RKMY1,health_beauty,434.0,20.0,16.0,18.0
iWuPDDmCbajz,sports_leisure,2850.0,28.0,28.0,20.0
vIDRxslyCSLq,housewares,14600.0,43.0,62.0,41.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0
YzJoLgNYKNZd,toys,500.0,16.0,11.0,12.0
ETg7a3iGWO7O,toys,1200.0,28.0,10.0,18.0
8RPVxbvn4wxa,sports_leisure,1032.0,17.0,15.0,16.0
1cYuKtFWWsd0,toys,350.0,20.0,15.0,15.0
d8Mnxua3zYDJ,furniture_decor,1200.0,20.0,20.0,20.0
L522kwIMAstJ,toys,5250.0,56.0,17.0,40.0
ZZFvBfRz2Ue0,toys,300.0,16.0,2.0,20.0
Tico7lBi4L4O,musical_instruments,250.0,24.0,10.0,11.0
Q7PB2uvDhqB8,toys,4475.0,44.0,24.0,31.0
x7R30QEl90sT,toys,850.0,24.0,20.0,24.0
guKD6CdA1ReN,toys,2900.0,67.0,3.0,31.0
dBurcqiiQipn,toys,50.0,32.0,2.0,24.0
97I7i6BQRjqd,toys,200.0,28.0,10.0,13.0
GaZtLBDLT9We,toys,4500.0,26.0,26.0,36.0
9RfAOhA7j6qR,toys,575.0,48.0,11.0,29.0
Yigjk3ycOgXE,furniture_decor,1000.0,40.0,5.0,30.0
fQeM1WU21sVh,baby,950.0,50.0,19.0,45.0
4A98CATnLgNy,toys,200.0,16.0,2.0,20.0
L08ZSrughk74,housewares,1150.0,19.0,22.0,19.0
w8hSTrSXPDSx,computers_accessories,500.0,16.0,5.0,15.0
PgZkQIKCUPv7,auto,2050.0,20.0,20.0,20.0
nv3e2A1n8Vnz,bed_bath_table,1000.0,28.0,14.0,16.0
QKvkzZZaJZPP,toys,1175.0,45.0,7.0,35.0
hsYU9OStjccx,furniture_decor,1900.0,28.0,19.0,21.0
sEpMaqnZsx9r,toys,1300.0,22.0,15.0,18.0
1NPpfRuxHxBw,health_beauty,550.0,20.0,20.0,20.0
uxysNTyZDUV6,toys,230.0,19.0,7.0,13.0
tK5RN8V2VTWt,toys,1500.0,65.0,8.0,38.0
jSee4yxnkZfD,toys,5000.0,22.0,53.0,35.0
96B2vXwTcdSY,toys,1550.0,37.0,9.0,30.0
SBDSRpMkhv8s,perfumery,300.0,20.0,20.0,20.0
K5e70j20oJPM,toys,7875.0,60.0,25.0,25.0
Amo5hpDtPLHr,toys,292.0,17.0,8.0,12.0
ezFgSgFLGzVz,telephony,300.0,17.0,4.0,12.0
7g4rj4U5WBAm,toys,450.0,26.0,7.0,22.0
hItUzPqs9p1D,toys,500.0,29.0,10.0,16.0
U5nMtL44Zg4O,toys,2700.0,24.0,39.0,29.0
YzBNwZg39IQ2,housewares,1850.0,16.0,25.0,12.0
AeAkoAgJoi0u,toys,700.0,20.0,50.0,20.0
fRa0DgQpR0vB,,15500.0,51.0,50.0,36.0
MknalfRYM0u5,fashion_bags_accessories,350.0,43.0,16.0,27.0
DozNQb0ybeHX,electronics,1850.0,56.0,12.0,39.0
LFyfGpSQbiOg,toys,250.0,16.0,2.0,11.0
sK8TUy5QahxH,toys,75.0,23.0,16.0,16.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
Il5UssSxgubF,toys,10500.0,53.0,21.0,36.0
ZvqpPIcpiYHc,toys,922.0,30.0,15.0,17.0
GBV0B25C6HxF,toys,11325.0,18.0,105.0,30.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0
3FAOpWw8lQRG,sports_leisure,400.0,70.0,10.0,20.0
pcGlA0Mh5Azg,sports_leisure,2350.0,92.0,4.0,24.0
cCmW2H9laabA,health_beauty,599.0,16.0,10.0,14.0
gCi6RsTu6SSz,toys,400.0,16.0,25.0,15.0
qOiDnN39CMGm,toys,6550.0,38.0,30.0,28.0
sCONCvmO1cEY,computers_accessories,6550.0,20.0,20.0,20.0
Dfda6OOfc2ND,toys,350.0,16.0,6.0,19.0
icdtCDkjpSZQ,toys,342.0,18.0,13.0,15.0
qGbU6TkMjGjo,toys,150.0,17.0,17.0,17.0
mCuwrw93H7Wx,toys,200.0,30.0,20.0,40.0
JbzWZBdsnv1A,housewares,628.0,21.0,31.0,18.0
zWkWpgezoqUI,furniture_decor,200.0,16.0,5.0,20.0
CdkEZ9H9U1CL,toys,150.0,22.0,5.0,12.0
mId1grdhySxF,toys,3750.0,35.0,40.0,30.0
w1vIpoEYJCU4,toys,300.0,25.0,15.0,25.0
F73bqxLOSLgM,toys,208.0,31.0,7.0,20.0
IE8bIu8CKXQn,toys,250.0,16.0,2.0,20.0
G5Xtu7NFJpTG,computers_accessories,740.0,23.0,13.0,13.0
6aulualg1yNO,toys,800.0,21.0,26.0,21.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
7EH19djwyuFl,toys,8500.0,45.0,15.0,35.0
JUZSyxq6s6nI,toys,400.0,20.0,12.0,15.0
fdscFo5A9Vjz,toys,500.0,52.0,6.0,40.0
xa8jpvHrULZG,perfumery,150.0,22.0,7.0,16.0
F3eQggeyQCvX,housewares,250.0,20.0,9.0,12.0
Ohlq7Iafpwmz,toys,200.0,18.0,9.0,12.0
MAIxVyMgmP1X,toys,550.0,30.0,30.0,30.0
PlNU0zDJAyt7,toys,600.0,38.0,16.0,25.0
l5zpJepfZhkK,toys,500.0,20.0,12.0,15.0
gndTtKqFFvHs,toys,100.0,16.0,6.0,11.0
qNAqmCefdbKS,toys,1850.0,45.0,15.0,35.0
jYkumUjjQEMF,home_appliances,16350.0,25.0,25.0,25.0
hXJzBtpOKuuU,toys,4650.0,37.0,20.0,34.0
KvTyrTZTJrWB,toys,250.0,26.0,12.0,22.0
rouH1tejy3SO,toys,1600.0,20.0,60.0,20.0
HpMbJAttOmXr,toys,3500.0,36.0,25.0,21.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
4OxY8JM4opaS,toys,650.0,16.0,13.0,16.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
drFiZaMvQMeM,toys,200.0,22.0,4.0,15.0
8mH9VrhCkxAn,toys,250.0,16.0,2.0,20.0
sPiQxH4jxtYJ,toys,16100.0,35.0,65.0,44.0
r07TwhnxERBR,pet_shop,500.0,20.0,18.0,20.0
p7jGmW4X9Iqd,toys,6025.0,45.0,50.0,40.0
MZrKuH8VAtaO,toys,1400.0,55.0,5.0,24.0
o3ZdGYbGLVPH,toys,6794.0,38.0,24.0,50.0
1NPpfRuxHxBw,health_beauty,550.0,20.0,20.0,20.0
WAS8PMHbNdja,toys,150.0,16.0,16.0,16.0
JvnxUt0y8gFM,toys,575.0,33.0,19.0,19.0
QLKPowfIxNje,small_appliances,410.0,24.0,22.0,17.0
MouUJ9wH8FZR,toys,300.0,17.0,8.0,14.0
qYcRzBbieoR7,toys,1075.0,17.0,21.0,17.0
imqgGEZOPHxN,toys,1550.0,20.0,20.0,20.0
dcNpNKkpf97Y,toys,100.0,20.0,20.0,20.0
MPYEiDYN3o6R,toys,650.0,16.0,10.0,16.0
OyECAoOQX8Ah,,2300.0,29.0,13.0,25.0
pjN1F9UgpwPz,toys,450.0,62.0,9.0,23.0
hPxbivder7qs,toys,1720.0,30.0,19.0,13.0
ckuJn0mW4VDv,toys,750.0,17.0,20.0,17.0
tHPavTpCiXx0,health_beauty,200.0,16.0,4.0,16.0
Sj6LtjbxeYvU,toys,433.0,45.0,4.0,35.0
WNqYLOBZ29tg,toys,650.0,16.0,10.0,16.0
AXDa6cAYOtNw,toys,480.0,18.0,8.0,14.0
Gtc2CnhIT2Zw,toys,400.0,24.0,20.0,17.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0
HDa2OC89Bx52,bed_bath_table,1950.0,34.0,9.0,33.0
vj1Q9kGjOug5,food_drink,200.0,20.0,12.0,15.0
4lnnpEh9Lojy,toys,1275.0,27.0,26.0,27.0
FfeUwHiAgOED,toys,250.0,51.0,15.0,15.0
hygpMf3sSdiy,toys,1250.0,30.0,14.0,28.0
SeNDEiakzH8h,health_beauty,300.0,18.0,10.0,14.0
M9Rq7Nx8etjk,toys,7000.0,26.0,47.0,27.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
ZcP7DwVTLKFt,toys,10600.0,60.0,20.0,29.0
J50v0AWnwMiv,furniture_decor,200.0,25.0,4.0,18.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
Srb9rajn2rub,toys,850.0,60.0,30.0,30.0
orJSTrzaIZbU,toys,200.0,16.0,12.0,20.0
quMdJdcoWWJ4,fashion_bags_accessories,150.0,21.0,9.0,14.0
kMn6qhcCHy1e,toys,166.0,22.0,7.0,14.0
MUIEAN159RuU,baby,450.0,30.0,7.0,20.0
JUZSyxq6s6nI,toys,400.0,20.0,12.0,15.0
pS7naFafBTih,toys,500.0,70.0,8.0,40.0
sW6tMAHux6f6,watches_gifts,250.0,16.0,2.0,20.0
qHM89SV4gYfQ,toys,300.0,18.0,9.0,16.0
aODpZXwH08mo,auto,4500.0,59.0,10.0,59.0
881goOLj3Y0W,toys,300.0,18.0,10.0,13.0
ruksAzpogPAJ,toys,250.0,16.0,2.0,20.0
wexY4XRCkalN,toys,175.0,19.0,14.0,16.0
185Rjb6Jfv2E,toys,150.0,16.0,16.0,16.0
MnhUaP4URDtY,toys,1000.0,16.0,50.0,35.0
m0duUD7jlmCh,toys,4650.0,47.0,19.0,23.0
RjUdef4dmR13,garden_tools,2375.0,33.0,18.0,22.0
XAgc2QccJehU,housewares,350.0,33.0,4.0,20.0
lPfXIqK9DBEF,toys,250.0,40.0,4.0,30.0
U4mv7dmNVM83,toys,67.0,17.0,15.0,14.0
HksoLKL5Q7Ov,bed_bath_table,750.0,40.0,4.0,30.0
4aY0NgJi0cCm,toys,650.0,16.0,16.0,16.0
nUBcl8Mrxd9G,toys,150.0,16.0,8.0,13.0
XpLlbxJHwhdb,toys,500.0,30.0,30.0,30.0
0pW0IKLw9f9p,toys,7550.0,60.0,20.0,29.0
zshJhzyjUYvc,toys,169.0,16.0,10.0,12.0
lrSqIwtRq15d,toys,340.0,28.0,21.0,17.0
LP9yzvAzxDXy,toys,750.0,32.0,9.0,24.0
WuxzNVZdhuE1,bed_bath_table,200.0,20.0,2.0,15.0
ntQafha4ADOX,toys,150.0,16.0,7.0,11.0
OtTmdQmmx7XU,toys,3585.0,26.0,44.0,25.0
ot0QKcx0Zgpp,toys,12750.0,70.0,32.0,50.0
WciyMxquwo1P,toys,150.0,16.0,16.0,20.0
I18D2EkNo6j9,toys,5300.0,40.0,10.0,40.0
nLJJ4yVgx9ji,toys,150.0,30.0,10.0,15.0
EA6ZmPCrbZRQ,toys,250.0,17.0,7.0,13.0
I9L0rjqViHag,office_furniture,13550.0,58.0,55.0,24.0
pnUU8DAuFMxG,toys,200.0,36.0,15.0,21.0
aIb8MscoyVjL,toys,1400.0,20.0,16.0,16.0
wFeNGinLMIRV,toys,600.0,35.0,8.0,25.0
A0XZ9c4cP6AC,toys,250.0,60.0,7.0,11.0
RjXvR0KRzCJr,bed_bath_table,300.0,20.0,10.0,20.0
PpHxuOV3R15h,toys,525.0,18.0,8.0,14.0
eRQHjr1Zj7Cj,toys,1650.0,30.0,30.0,30.0
pSqmZ5ursPGa,toys,950.0,35.0,25.0,20.0
LT2cOfLqmL4N,toys,200.0,16.0,2.0,11.0
TVOsff9OyoK2,toys,3800.0,30.0,35.0,30.0
UtVWQEl8HIwf,toys,1700.0,30.0,23.0,11.0
LcWvUd3Syb7W,electronics,1075.0,21.0,9.0,9.0
8hDSu1ubFo2B,health_beauty,550.0,17.0,9.0,13.0
P7v43SYiERYB,toys,11400.0,45.0,19.0,45.0
11kF8c6LSKMf,toys,300.0,24.0,12.0,17.0
BoO1Y6vXLikN,toys,200.0,16.0,16.0,16.0
mNo0kwfQj8d2,toys,200.0,16.0,6.0,12.0
4BsIwGRHKM3k,electronics,1767.0,49.0,10.0,19.0
lZfc4Rcm9yEU,toys,250.0,17.0,4.0,12.0
IkgGn9HxKC7r,toys,550.0,21.0,12.0,20.0
utVPLgd1LM3F,toys,200.0,16.0,2.0,11.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0
zIjJNNOXsuBX,toys,500.0,23.0,7.0,15.0
zVjvj1nxyniL,toys,150.0,16.0,6.0,20.0
D1s1sS9nZr1B,health_beauty,200.0,25.0,10.0,15.0
U1mxlR9aRDs3,cool_stuff,500.0,55.0,15.0,45.0
MFE2uKpgBLnr,toys,1250.0,38.0,10.0,38.0
OCtQCMr7X35B,pet_shop,1500.0,60.0,16.0,26.0
mGhbAMTuTBc7,toys,2467.0,38.0,39.0,29.0
5NYRmgPIxIck,toys,333.0,19.0,16.0,21.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
RQ77MCCCXtHw,toys,150.0,16.0,2.0,11.0
JCxGpOkcBkQV,toys,900.0,25.0,10.0,11.0
73uQBJwdsh9g,toys,750.0,16.0,10.0,16.0
ZT0ItUDNpHZ7,toys,400.0,20.0,20.0,20.0
Cf0ozOaWfJyb,toys,200.0,25.0,5.0,15.0
E5K7FsEqt2uD,toys,6850.0,59.0,22.0,37.0
7lDCuxphhOcw,toys,1200.0,75.0,15.0,50.0
udluk07NYJFg,toys,200.0,25.0,5.0,15.0
E7dUJyneX1mZ,toys,400.0,20.0,7.0,15.0
emq2oIapNoIp,toys,2584.0,68.0,17.0,49.0
4Q03kpjHdihr,toys,3300.0,42.0,19.0,25.0
Llc34brRaltI,housewares,950.0,53.0,5.0,13.0
nLJJ4yVgx9ji,toys,150.0,30.0,10.0,15.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
VgQLgvRS8cD3,toys,4450.0,28.0,14.0,28.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0
u2atxLeCkaHI,electronics,100.0,23.0,8.0,18.0
iAO1eeHGftpb,health_beauty,150.0,22.0,3.0,15.0
MsEZQVXeJHPN,toys,1400.0,32.0,6.0,28.0
D1s1sS9nZr1B,health_beauty,200.0,25.0,10.0,15.0
dW6bwF1msrmZ,toys,1150.0,35.0,25.0,25.0
3yk93DQoQpk3,toys,5000.0,40.0,10.0,40.0
GoKQb513NhRP,toys,500.0,16.0,35.0,15.0
NXmjFh9gwUYe,toys,10975.0,53.0,51.0,18.0
gOy2z2KBJSCL,toys,1000.0,30.0,15.0,30.0
uqTL7hwBzr4W,toys,500.0,20.0,50.0,20.0
pdRmYEfbMGKc,computers,13700.0,27.0,50.0,53.0
KhyrWZjvyIVg,toys,5850.0,90.0,20.0,20.0
ICb4opztefdl,toys,1250.0,49.0,10.0,34.0
CkB81fpdjx8Q,toys,100.0,25.0,7.0,16.0
KdYBvUdiAkNr,toys,600.0,68.0,8.0,13.0
mnGcw2kriqKU,bed_bath_table,1350.0,44.0,2.0,35.0
ZvqpPIcpiYHc,toys,922.0,30.0,15.0,17.0
6WXf9xnlgOPn,toys,300.0,16.0,9.0,20.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0
ObiTr4HC8gG3,toys,300.0,16.0,16.0,16.0
Jh9gbL1GHyC1,home_construction,15000.0,50.0,30.0,50.0
4VIws8ixtz0J,toys,200.0,25.0,7.0,16.0
6LLE6LKjEgLq,toys,200.0,18.0,18.0,18.0
xAU5QJnI3NSi,toys,400.0,18.0,11.0,20.0
tPlw2QcQOvKf,garden_tools,1800.0,37.0,22.0,40.0
x4lujhfQ5PTT,toys,480.0,18.0,17.0,19.0
g39BnudLYoh3,toys,800.0,30.0,5.0,22.0
86ZXF1SZckJ9,toys,350.0,17.0,26.0,17.0
dAz11YkQkoue,health_beauty,100.0,20.0,15.0,15.0
b8f50D8qlUcQ,toys,150.0,24.0,5.0,24.0
kqHN5eV7flNE,toys,2050.0,21.0,8.0,21.0
9MpKeZlhN2lc,toys,500.0,36.0,5.0,15.0
E9OiMOkPkNam,toys,335.0,17.0,11.0,16.0
0vbEvli2JYJu,toys,1383.0,50.0,10.0,40.0
nRZOlISOnh5l,toys,217.0,17.0,9.0,14.0
s5MqCA0XJycz,toys,475.0,20.0,9.0,14.0
anhq1hCVPZvl,toys,500.0,20.0,10.0,15.0
Fqjwdpdt04ev,computers_accessories,250.0,41.0,2.0,29.0
H8ATee0sqUOh,toys,20300.0,82.0,42.0,33.0
DL5BHCpE7rrL,bed_bath_table,835.0,40.0,9.0,33.0
CZVLLiVDywaH,toys,200.0,16.0,2.0,11.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
u6bUJpzH1huW,toys,350.0,20.0,20.0,13.0
jIh3XszzPri6,sports_leisure,5200.0,20.0,60.0,35.0
DxsP45oneomH,toys,1800.0,34.0,7.0,32.0
wOXCQyEa84Wo,toys,200.0,16.0,16.0,13.0
5STJNRc7PVei,toys,415.0,19.0,16.0,17.0
yJWyEKOBxxEB,drinks,2775.0,16.0,38.0,11.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0
3zI1jIziB5No,toys,7625.0,52.0,41.0,69.0
tUe44zv5P0oB,toys,200.0,16.0,2.0,11.0
gdZxFB7RkmeM,toys,400.0,16.0,24.0,16.0
uWQH0VMpunVa,toys,105.0,20.0,20.0,20.0
7D4hcbB4wZFm,toys,650.0,16.0,10.0,16.0
agHbXANLTpRa,toys,4900.0,60.0,15.0,36.0
zx4R7Uoxkcuk,toys,100.0,19.0,3.0,20.0
n9aEdmC5ydgz,toys,199.0,17.0,6.0,13.0
j9RsQujtzpfa,toys,500.0,37.0,3.0,11.0
rXuOcLg3Ck7A,health_beauty,30000.0,55.0,75.0,61.0
qdNs0mpW4g2s,toys,1500.0,42.0,9.0,32.0
NvhlzH3tetIl,toys,850.0,33.0,2.0,23.0
rfsGZzBijANi,toys,1600.0,30.0,5.0,30.0
xXqj2izbQAzL,toys,700.0,18.0,6.0,13.0
OC0OzjmplmGc,toys,400.0,19.0,13.0,19.0
YABc5Ij49wi1,toys,900.0,30.0,4.0,20.0
l9Q2nvAocXGk,toys,1600.0,45.0,15.0,30.0
vY4cCLDlixRN,housewares,245.0,26.0,8.0,17.0
a4gcai6yFfTv,garden_tools,2660.0,34.0,25.0,16.0
9vl8W7zTbAqz,toys,300.0,50.0,4.0,40.0
rCGk3wgcBYnh,toys,6038.0,68.0,17.0,47.0
xw8glvhBAFrp,toys,300.0,16.0,4.0,20.0
hhwsbF2dBMJO,toys,1150.0,18.0,27.0,13.0
ko9NmzZZQxX2,toys,1477.0,28.0,20.0,29.0
639iGvMyv0De,toys,1450.0,68.0,3.0,48.0
yFmqZFAt8vy8,toys,100.0,16.0,6.0,11.0
iYRQWuHgJJDo,toys,229.0,18.0,10.0,16.0
pSqmZ5ursPGa,toys,950.0,35.0,25.0,20.0
rAawPDiKFevL,toys,1000.0,27.0,5.0,19.0
IGd4YU0TQeKR,toys,1600.0,18.0,8.0,12.0
ItUEMsARYsuL,toys,150.0,16.0,16.0,16.0
v2FRrlPkNIxa,toys,300.0,16.0,2.0,20.0
h2L3kgHs7Aaa,toys,700.0,32.0,15.0,21.0
oOgt7ZOUS7ve,toys,8550.0,60.0,20.0,29.0
N59faJ5H7aNt,toys,224.0,16.0,13.0,15.0
O2i0divw0ubn,auto,1933.0,28.0,13.0,14.0
h4hCC4X56VHi,toys,1900.0,35.0,23.0,30.0
jGfAK2aIBE7B,toys,1900.0,50.0,15.0,50.0
dAz11YkQkoue,health_beauty,100.0,20.0,15.0,15.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0
ZCHtWJ8m7Hnh,toys,350.0,28.0,6.0,20.0
UgkSjxoiV9Ev,toys,2600.0,50.0,10.0,30.0
mZrbbLS3PzK2,toys,450.0,16.0,12.0,16.0
f66egzM0NeWB,toys,10025.0,57.0,55.0,22.0
nKXcAe13Y0e6,toys,1050.0,16.0,20.0,16.0
6kzsO3fAg0UT,toys,1700.0,20.0,24.0,30.0
XULp2AYmG1ft,cool_stuff,450.0,34.0,15.0,17.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0
2VpZCOsjonjp,toys,2700.0,70.0,5.0,15.0
wIRvInFDV7jJ,toys,800.0,28.0,20.0,42.0
