order_id,payment_sequential,payment_type,payment_installments,payment_value
uln2dqHX9T7H,1,credit_card,1,193.3
B474VA7pQIxp,1,credit_card,1,248.61
tcNTo6EelNqY,2,voucher,1,129.77
j2SqlqfmASAo,1,credit_card,6,433.59
4SfnCWCX8zHR,1,credit_card,2,333.85
1b1044k6HCsG,1,credit_card,10,182.7
SY8ST7BWkLjS,1,credit_card,2,38.95
TPRjNbvy37uv,1,credit_card,3,904.8
6GkKETxL3LRH,1,credit_card,4,29.89
SHqaS9rMilAp,1,credit_card,3,338.51
RCSwBQJoIVd2,2,credit_card,3,2328.4
QkvrXh4iQH3b,1,wallet,1,173.47
zVFQAi96WhIh,1,wallet,1,90.89
CwW0mYH5phsc,1,wallet,1,519.16
wxFkayJL0xiC,1,credit_card,2,151.98
q0kgjUOQH479,1,wallet,1,675.77
6waTKkVflbWJ,1,credit_card,4,516.25
BSayyjC6S6ez,1,credit_card,6,144.18
yuISGIQXnnJu,1,wallet,1,99.38
KZL3AodkBHF7,1,wallet,1,37.84
mIdWD3CJJs0T,1,credit_card,2,280.32
yg74y4jbpd9Q,1,wallet,1,154.54
uSwr83vYfi9L,1,credit_card,6,311.32
RRoOAT0bPJvV,1,credit_card,1,103.83
gifzIhwgn0f0,1,credit_card,1,194.65
TIAiChG42l8T,1,credit_card,10,44.93
GQaB9ZvuTNwb,1,credit_card,1,183.29
kx9HlxK8HRQz,1,credit_card,1,138.57
yfsLcrVx4RTq,1,credit_card,1,187.86
cZ8hhAISZAO8,11,voucher,1,337.24
umBX9WkyG7GD,1,credit_card,1,73.57
akOYxqtOdLNg,1,wallet,1,130.14
ziFAi8rZcLMi,1,wallet,1,427.58
WLGkQLtyjRCa,1,credit_card,6,82.45
Q8l2IJEsLcrU,1,credit_card,2,3.02
dsc3TVHoCo1n,1,credit_card,2,147.35
UqXCcrfM3GaA,1,credit_card,1,401.63
eF2gNCSfzi4e,1,credit_card,4,40.72
Yh14X5c5BeMl,4,voucher,1,45.76
N3VXzmtoAgVx,1,credit_card,6,50.08
pZ75pIPcDIOZ,1,credit_card,2,446.82
ZfZDiNOSBbVx,1,credit_card,7,167.09
TlP2PyTazYHP,1,credit_card,1,647.77
0tbmHe43wN3H,1,credit_card,4,96.96
VFC1ugv5u8Ur,1,credit_card,24,526.36
InB4rg73Rfi8,1,credit_card,3,484.76
2qPW7Uzkix5F,1,wallet,1,73.14
kxMAwpwB3IMD,1,credit_card,5,246.87
DNkXhjjS0CSG,1,wallet,1,133.54
EkFQqmNEpjj5,1,credit_card,1,83.38
FjmbwX29bN4q,1,credit_card,2,40.1
X7Wj8COuBw1v,1,voucher,1,182.42
HFSBrK8Vei22,1,credit_card,2,5.78
k0cAJkS9NmT3,1,credit_card,10,564.89
qv6vpwry9kD1,1,credit_card,1,783.22
Tga6wAQwEAKE,1,wallet,1,119.36
of4nbGkK4O0m,1,wallet,1,2759.95
li8PvvvqqlDS,1,credit_card,5,19.74
EvIYAFt1h4wA,1,credit_card,1,70.52
41fGG8Klxrti,1,credit_card,1,311.32
rt5LltcgEoWi,1,credit_card,1,67.94
7CzV27FIC1rN,1,credit_card,3,55.18
vZFvBoAstq04,1,credit_card,3,18.69
MW5iQNyhdMTq,1,credit_card,2,21.36
H3h1BVUykcKB,1,credit_card,4,67.79
2C0fpXQy6Kla,1,credit_card,3,54.64
1nFPA9zMHhw1,1,credit_card,12,171.02
AvhcxPRKox1b,2,voucher,1,158.58
w8FidKObgDal,1,credit_card,10,136.8
VhU3KMurMm8D,1,credit_card,4,190.59
33pFNYyByRxi,1,credit_card,8,449.49
D2peUnqE4ci0,1,credit_card,3,28.24
VOTiKVfoURkJ,1,credit_card,4,443.33
BbXct7UiS1ba,1,wallet,1,352.64
zoPRSIJYB61T,1,credit_card,5,4.45
bC6cBHlJAacT,1,credit_card,3,371.13
80ROmxE3sGe2,1,credit_card,6,48.28
kxNwP41lvqKC,1,credit_card,1,1016.06
slzaB6ZDpuGR,1,credit_card,4,136.28
bwwj5xJHCIPD,1,wallet,1,75.28
ljrsZrnDgoTO,1,credit_card,2,486.95
M92sfSzTNSMx,2,voucher,1,295.63
YT5w1VYKqQEQ,1,wallet,1,395.5
GEiyTeHiC09E,1,wallet,1,519.48
CjLQLc0RfyPa,1,credit_card,1,57.8
i1Ofp1TMmdva,1,credit_card,3,26.01
2KvK0cbvl7mc,1,credit_card,3,164.26
YDsMJHWMzddI,1,wallet,1,343.37
98RJd7Mfkfv3,1,wallet,1,261.33
dKYY6Ofcvtk4,1,credit_card,1,240.35
PeRiVuFkwSPL,1,wallet,1,232.0
lkGQE5e5bzpW,1,credit_card,8,643.82
FTSpx89KV9Aq,1,credit_card,1,166.73
FquKZAL1pZIi,1,credit_card,10,84.76
R2IRDlKhemC8,1,credit_card,2,850.92
KgENryNdfhxC,1,credit_card,8,97.6
urW0qzKOz2MP,1,credit_card,1,1269.5
o7R7ybKTCSZv,1,credit_card,1,152.7
DiTELsrUizJp,1,wallet,1,88.01
eJr6oHwWA9Xu,1,credit_card,6,233.92
svtx6A6Xsk5F,1,credit_card,1,110.31
OAUsZVsNQkXv,1,credit_card,2,3.91
NJJjakt3mFWn,1,credit_card,2,45.49
IU9430ov7LCL,1,wallet,1,213.11
m26Ryg3ReA57,1,credit_card,1,294.3
f6nltrKqhHav,1,credit_card,10,35.82
ZDNvCxZQ9SAE,1,credit_card,2,440.23
pc4Td1bcoklE,1,credit_card,4,174.47
1KYaTjJHPx2x,1,wallet,1,324.64
DQJPhuU4cuE9,1,credit_card,8,174.24
0glIBE5qhaOB,1,credit_card,3,184.38
3n2CEVkVl63U,1,credit_card,3,88.3
n4GhmVIzKqAS,1,credit_card,4,249.02
jtlnhacOvwyO,1,wallet,1,238.09
BrFAizpAxcJj,1,credit_card,1,1012.13
AGuoUlrFZ5h5,1,credit_card,5,210.86
4MOirmzZTH2D,1,wallet,1,131.06
MgwkUgs98FdD,1,wallet,1,178.21
bLW7brWV6wua,1,credit_card,2,184.29
ugU3FQZ1CXQr,1,credit_card,1,193.53
q45P9Yt7x50g,1,credit_card,1,131.29
AT9ZoYFyAy0l,1,credit_card,1,320.69
vEjGXSBVzHrV,1,credit_card,3,129.1
OwGNBRxsAqMH,1,credit_card,2,197.63
I7IgQlXQnIyw,1,credit_card,1,225.22
dqC97iYqAgHq,1,credit_card,2,81.03
otCUmRdT8HmD,1,credit_card,2,260.08
5pKH4RKqnc7X,1,credit_card,2,237.92
Ltruf25QmiXg,1,credit_card,2,1115.0
fAvNAiEKjMJh,1,credit_card,8,306.35
hKQ60SH1fpRk,1,credit_card,10,1472.47
6v4xnUDJFBra,1,voucher,1,75.3
0JwJgoL7Sdko,1,credit_card,6,142.92
JbAE0LFC3ior,1,credit_card,2,44.59
OrppPfM1QF8A,1,credit_card,1,185.44
brLD7aL6BnYD,1,credit_card,3,50.39
QphqFndghOMH,1,credit_card,3,2276.1
CHxjmeFxxcW7,1,credit_card,1,101.94
7082NQYcvX2g,1,wallet,1,265.8
uE0qdMj9zWMz,1,credit_card,10,193.57
jgifOzP1qEgU,1,credit_card,1,98.59
4rtPKFzKt6Xq,1,wallet,1,106.03
SffMDCb4J4sC,1,credit_card,1,206.1
zuAD1P5PXdNS,1,credit_card,2,62.81
pPWZ0F8uDsFg,1,wallet,1,232.29
xUshwgutnJAs,1,credit_card,1,152.54
s3Mq9lJDXEJM,1,voucher,1,139.68
Cn7zJkbIeGA9,1,credit_card,1,272.59
1P9LvQkec6am,1,credit_card,2,55.12
rt4VWuuUYQY6,1,credit_card,3,230.48
w4lxZYOZkcyK,1,credit_card,4,55.06
rCFWHjRpkRFT,1,wallet,1,112.05
R3vtOk5SWa66,1,credit_card,4,120.18
mMjMn4G1qW4E,1,credit_card,8,392.6
cn2vky0KWdTj,1,wallet,1,548.08
zcz7LxVO3TwI,1,credit_card,3,120.1
TCZLF7N2mylH,1,credit_card,2,486.02
ZtWjBYVRyKJf,1,credit_card,3,144.18
P6qWD3oyOxym,1,wallet,1,8.48
Q1CMhy5qdvOD,1,credit_card,2,118.79
L8jhUWefBbG2,1,credit_card,2,193.99
whmadYPydhb2,1,credit_card,6,332.33
JAWjY0YJHOCG,1,credit_card,2,55.88
QWT9EzNFSLIP,1,credit_card,10,26.95
aGakRzLwBu0b,1,wallet,1,880.8
39uCdVbkwq8N,1,credit_card,3,167.05
09pDrCeOYNcq,1,credit_card,1,41.9
cr3PVklJHwrn,1,voucher,1,425.07
MgFSyRErVlyx,1,credit_card,1,63.54
CowUSTZCKdtG,1,credit_card,8,214.99
XlOQv2Q7vZy4,2,voucher,1,62.88
usg6vCpRp4Gr,1,credit_card,8,84.69
yCwwIiR6aDIY,1,wallet,1,39.58
zE0Y7QnJ9h2O,1,credit_card,3,334.31
NDWuGJhRpgPh,1,credit_card,1,236.86
US7sjKzg8hBM,1,wallet,1,257.19
WdlIb70TEWzs,1,wallet,1,192.1
otwQfz1JcaJf,1,credit_card,1,188.58
MtrUFnZvwlpM,1,credit_card,1,19.58
fBGHm1T9zaCX,3,voucher,1,46.85
NwW3rGHhmK73,1,credit_card,3,648.77
yw27sROHLLXc,1,credit_card,1,68.04
ZooZwxqJMHuw,1,credit_card,2,54.21
PQ7XGTy40JZl,1,wallet,1,55.29
hQoigZl6cUsC,1,wallet,1,86.2
NZ5n0GAe7d6Z,1,credit_card,1,173.64
8534eOZU49nj,1,credit_card,2,6.78
cuRMArrf3PBy,1,credit_card,1,190.3
aXpNmAdaw9QZ,1,credit_card,6,183.67
X6EO5KD7rPoy,1,credit_card,2,25.63
f3VaclyDutFs,1,wallet,1,51.54
GSFacHkcsPBI,1,credit_card,8,234.42
2aKLmPKxdsgF,1,credit_card,2,1002.73
f91D97sCXNIc,1,credit_card,1,1061.76
OfsH7fZyuFkG,1,wallet,1,224.32
ZF0o1yRw25LW,1,credit_card,4,225.03
YZC22TmLheMf,1,credit_card,1,352.55
VtzW9sNxtzgH,1,credit_card,1,21.78
I10whHQOoZo6,1,credit_card,2,175.46
RGNHgD7Ifae9,1,credit_card,3,132.16
0W5gmMTMWCCu,1,wallet,1,276.65
rejRaqD3kyd1,1,credit_card,1,1391.28
mx3I6JinZH3k,1,wallet,1,145.69
0TvSgjsYeV1D,1,wallet,1,34.69
NmdvHidcTobj,1,credit_card,1,138.28
bhKllUEvJvM0,1,credit_card,3,329.54
AaMbDXgByGbd,1,wallet,1,29.68
QBVc48Elw6aX,1,credit_card,8,110.2
hJXX5cuomp4m,1,credit_card,1,302.3
ZD732yPQGiw1,1,wallet,1,622.73
kZApr9irwylf,1,wallet,1,170.36
KHmi01i0Q8HC,1,credit_card,2,407.58
qMVdQmAyVUrw,1,credit_card,1,275.11
Rw6DJWEf7TeW,1,credit_card,10,166.56
kK3AYaJipR5P,1,credit_card,8,26.5
BK9m1ovzGg7L,1,debit_card,1,299.6
CAGlqD9pHkNI,1,wallet,1,214.07
GRpr4g3vh1Zw,1,credit_card,1,41.83
xCKTrw4WH3Ly,1,wallet,1,305.58
sydB4L4cwjPf,1,credit_card,4,975.92
2WcDC2zFZKBC,1,credit_card,6,214.63
raGd7yJrwTxt,1,wallet,1,135.88
ClF1dYetnORN,1,credit_card,7,506.46
V6Ax3xk5B2Aq,1,wallet,1,273.23
GZfUCj3hU99M,1,credit_card,6,144.75
Zr2X51RI3z6C,1,credit_card,1,179.02
quCnBM0HQGLZ,1,credit_card,1,185.56
kCBklI4tmjYc,1,wallet,1,784.07
O6weVOCACo0s,1,credit_card,10,1.53
dZLbmA0LxwhH,1,wallet,1,1040.55
54rALda3vXzK,1,credit_card,6,87.08
jnCZqxuQauKY,1,credit_card,1,68.92
dUBOweAieJU6,1,wallet,1,380.74
6JTQwbAiwLqf,1,credit_card,10,9.95
hlrI1OmJViAA,1,credit_card,3,94.43
BP7haCB6OluG,1,credit_card,1,218.07
lFiq80CdT2KO,1,wallet,1,132.06
so2sS2FdFFiZ,1,credit_card,1,158.58
WVg6xBOSBPdA,1,credit_card,5,1787.72
9MmXVc3ZM50u,1,credit_card,3,35.93
LhiKRaC6fUcA,1,credit_card,3,7.87
HruS02EDEi7E,1,wallet,1,344.93
WBWFEh9VUQTn,1,credit_card,1,466.96
xFttEqEeL49z,1,wallet,1,25.24
zTy5FcJrGcv3,1,credit_card,2,68.06
0kldtAlrSKRk,1,credit_card,1,111.92
RepdNtCh5xVx,1,wallet,1,782.26
FGxraBROqkD6,1,credit_card,2,29.84
OPtHXNfnOt0H,1,credit_card,1,267.49
7qZ2t7eaOGiD,1,credit_card,8,151.48
ecWuadKKp0wQ,1,wallet,1,3.13
6YxBRRD0Q8ry,1,credit_card,2,690.86
HONx2LvrDsLT,1,credit_card,2,47.96
yOD3ImxfNXJL,1,credit_card,4,86.75
A7SzU4VMzVIW,1,credit_card,1,435.96
px0j33b7GCzP,1,credit_card,7,14.27
iWw4auf4ZvdP,1,credit_card,3,148.92
F43nTPoftQZB,1,wallet,1,392.89
GDrB9yu7UYoo,1,credit_card,3,216.05
LgBx9BSruIWk,1,wallet,1,79.81
s4qPimbh6HkL,1,credit_card,3,226.27
IphgnGv11RyZ,1,credit_card,1,162.71
AXtaYX33TQA8,1,credit_card,10,879.66
ckXCQ4Sjg507,1,credit_card,5,122.52
MrBtQt5ttuei,1,credit_card,1,93.11
0MAdpoev3QTm,1,credit_card,4,1130.03
Wrsujlz5YwHB,3,voucher,1,61.78
mCP1twm59Imu,1,credit_card,4,90.74
mAz5yuVJPmwe,1,credit_card,3,15.61
P5drFgK23cIu,1,credit_card,1,25.95
t8Gbxcq7VO6d,1,credit_card,3,70.49
yv2j2dtoRhmb,1,wallet,1,3.84
gZxqXQKmrpot,1,credit_card,10,317.34
JP2b3git7ZLw,1,credit_card,3,299.96
yzRa0NW7gXrW,1,wallet,1,225.16
fUr3hp4EjrZp,1,credit_card,8,98.29
G5hejmXLLZBU,1,credit_card,2,147.37
decF1ulWiOql,2,voucher,1,118.93
3DzcCvq5VfS1,1,credit_card,5,156.19
XT9DkMZKdMft,1,credit_card,3,335.0
jOJQ6tnazUJF,1,wallet,1,153.16
GuMNM9SVOtIn,1,credit_card,4,129.25
zenBXBGSjRL6,1,credit_card,1,180.56
M0Y3bBQ3E9Eo,1,credit_card,5,665.87
ISZZSbernQKO,1,wallet,1,159.42
kLTZeBaGZJXI,1,credit_card,1,244.26
m5XdkJ5j1Xoi,1,credit_card,8,518.56
3Jc8D5SUivlr,1,credit_card,10,2452.12
5dvNoQ46tbVp,1,credit_card,10,162.62
iHWgdlnBoYrh,1,credit_card,4,186.03
5nAok1I4CfWZ,1,credit_card,2,54.09
PKuPHLv9CTe6,1,wallet,1,147.05
fj8L2EN3MBbp,1,wallet,1,159.68
ierzGz8x6Xbr,1,credit_card,1,32.31
iU4gfRLR21bS,1,credit_card,1,530.47
07cQ5GQqHnRc,1,credit_card,1,46.53
hrhSPbUFIxvX,1,credit_card,2,213.76
iZ5FweDQUuil,1,credit_card,4,872.64
KnfQUBdNKJAM,1,wallet,1,347.83
oGJEDFY8rPLF,1,credit_card,5,66.94
qkLV8tqxHxMH,1,credit_card,10,319.49
qFzKN2lqsJpT,1,credit_card,10,45.55
gQ354BALqGpx,1,credit_card,1,118.3
CqtGz2ZAdsQP,1,credit_card,10,64.74
5XLwrGN6CZSd,1,credit_card,1,1173.84
fP4LSq0PKbgg,1,wallet,1,144.36
pGB5P4sgZai3,1,wallet,1,1228.03
SkebXZZUIIqo,1,credit_card,2,261.28
IfPCWMj8QCYc,1,credit_card,4,86.43
EGPwnBqSTluN,1,credit_card,2,24.68
Cs0jtmOnEnvF,1,wallet,1,110.43
M1ItOGn7HW6b,1,credit_card,1,129.8
Ya6JDgIGikdF,1,credit_card,10,38.51
XxwATqDvdtio,1,credit_card,1,22.9
wiX0v6XFMHL3,1,credit_card,5,696.63
g4O952Ls5Ywk,1,wallet,1,106.85
rJUI502yLdam,1,wallet,1,1415.66
erXfsEPK9oNK,1,credit_card,1,521.64
jUSuqudqClQa,1,credit_card,8,5.43
2lwO8qDRUErW,1,credit_card,2,51.87
u2fqUs8f0zS6,1,credit_card,1,522.89
bgfldIGxo46E,1,wallet,1,46.28
HdrVxRa3sQJI,1,credit_card,4,859.02
1GERLoZERPd9,1,credit_card,8,276.34
nXxSneDHbmg4,1,credit_card,5,215.62
shH0bINr3orR,1,wallet,1,285.94
69uC6RbiHFkJ,1,credit_card,3,317.8
uOWUcx9SuUpU,1,wallet,1,274.24
0YpX1rFPRLUK,1,wallet,1,338.01
0SDFS1vCvdf8,1,credit_card,3,55.06
NguwjLPYAFZt,1,credit_card,5,3.79
gusr4NY3kt3x,1,credit_card,3,257.86
xTbWfkNyCaOu,1,wallet,1,216.38
byfkxyq8wpmb,1,credit_card,10,88.55
ges44HrRrLp1,1,wallet,1,256.14
HA7MfEeHyoor,1,credit_card,5,119.08
xhMbwsd7aQS7,1,credit_card,2,77.61
IPeLF8TnquM4,1,credit_card,1,334.58
51SHMvcX8HkF,1,credit_card,6,175.52
oxOCOE4IXPkJ,1,credit_card,1,5.5
7PHpBXbLLuyI,1,debit_card,1,127.1
fd3lRIxAJSv9,1,credit_card,5,128.65
Z6AjvjeTmAh8,1,wallet,1,33.49
mqhNjwNMgCRy,1,credit_card,10,203.86
1sP7imYjDyMn,1,credit_card,2,208.05
qyduENOYNwec,1,wallet,1,1517.7
lN9LYr2esgQ2,1,wallet,1,427.58
t3j1l7KvJjWp,1,credit_card,2,84.19
Yy3o88Q977oN,1,credit_card,1,37.8
Wj51AHr2nqF4,1,credit_card,10,21.45
OiKca0Kh8mbK,1,credit_card,1,100.01
9DVJNZkORYQ4,1,credit_card,2,61.08
UtirCDB0EoJk,1,credit_card,4,366.9
bSS0Y5HNm85v,1,credit_card,4,36.98
YWbQtslYw5jF,1,wallet,1,222.86
NwPoLxrAEZ7f,1,credit_card,3,100.7
4KHP1IrVHoTH,1,credit_card,2,281.95
Z52bnorXgfxo,1,credit_card,12,264.66
PEKCqxMcuADw,1,credit_card,1,130.04
PbfxSDqlnDcr,1,credit_card,2,111.6
pZwmJ1O4GAPg,1,credit_card,3,41.96
bUC1VOyISt5O,1,credit_card,10,534.74
JCTZjBeIEyfa,1,credit_card,1,134.42
bz0uuxaM02F3,1,credit_card,2,408.97
CCsFgtHTtyvs,1,credit_card,2,73.72
I22mdunmrvTP,1,wallet,1,63.83
GLh85S3YMR6Q,1,credit_card,15,331.74
YGAVVpWuI2Nf,2,voucher,1,492.36
aUQeGiWVixQF,1,wallet,1,24.39
1lp7XZgAEali,1,credit_card,7,66.1
xPCqf4lWnZTD,1,wallet,1,208.12
38tw8IExNFsJ,1,credit_card,10,425.46
hoMmpDuP90V8,1,credit_card,3,5.78
h60QYF0ZEX1j,1,credit_card,5,31.85
K2JTVlrcWxqo,1,wallet,1,214.16
qYpfN8FEfD8J,1,credit_card,10,129.62
cse7zonSzdfx,1,wallet,1,36.15
DLkPrcsqYAyK,1,credit_card,3,73.38
hNrGfx2Pd0Y4,1,credit_card,8,481.3
ON35khgPDttd,1,credit_card,1,223.3
0r2JwLFWQLkD,1,credit_card,6,307.43
QJO7lB4iASiF,1,credit_card,2,258.38
yJwDOueptU3t,1,credit_card,1,161.8
xsHTkjU8V9ew,1,credit_card,10,154.77
jruFaemgl2ZU,1,credit_card,2,518.77
wUd3x0VaBSo1,1,wallet,1,483.43
WADCVbAODIY1,1,credit_card,5,486.66
7jLmNSViJ4CZ,1,credit_card,8,215.71
UTZrOrsuothL,1,credit_card,5,211.84
jJ8wQ1OMfFOs,1,wallet,1,394.77
ZS25IKPr0CQH,1,credit_card,2,398.41
H9gTh9xhyxZT,1,credit_card,2,50.9
2rhiT2fk7Nfl,1,credit_card,10,107.82
akcRpDiHgEvU,1,credit_card,1,222.17
qUHINWmQd9Od,1,wallet,1,206.29
bTAzfmEhvqvM,1,wallet,1,15.63
NwRAOVJzcMFJ,1,credit_card,3,262.3
yoiLSr2tbMkX,1,credit_card,5,619.86
AK52vA90OLGo,1,debit_card,1,0.23
uE1ToSlpEOUG,1,credit_card,1,179.48
GfvNXrNd3Hv8,1,credit_card,3,657.0
oB8dfjHCTJE8,1,wallet,1,222.86
8a6pidkdQtaA,1,credit_card,10,203.89
swdwDZ9YcmAQ,10,voucher,1,3.88
WbUnnn4B8aH0,1,credit_card,8,86.05
m0TJnuP3QZYi,1,wallet,1,517.64
bBVsT9aNLi9o,1,credit_card,7,153.57
w439HryqVRP2,1,credit_card,2,377.09
kvUiN2ry7c7b,1,credit_card,2,59.64
0dc1ErNCECmU,1,credit_card,1,152.17
21sgF1zQHvys,1,credit_card,2,234.72
0Y2VcVizjs3q,1,credit_card,8,121.0
wvdFtNkjfAIV,1,credit_card,1,318.34
lE9x8HEmi3uV,1,credit_card,9,819.4
v8kY6be7wuE1,1,credit_card,2,128.89
pLXnaTnwn6Ic,1,wallet,1,1013.85
N959DQOJYsmM,1,credit_card,1,25.58
gxQRHoDYHVDZ,1,wallet,1,336.08
8nmske92HnKt,20,voucher,1,5.79
wV9FLK5gOm0P,1,credit_card,3,34.12
BhrdIs9owwq2,1,credit_card,2,17.12
XGXVTJZNrTzc,1,credit_card,5,154.57
SiNVO1A42Z2a,1,credit_card,3,149.66
saA1A2FE31ls,1,credit_card,1,476.52
d3mFbQn5D01O,1,wallet,1,21.36
TKd4aHImR8vc,1,wallet,1,426.25
0YiSgHws9VtV,1,credit_card,1,399.32
nHaRzJIfDgKi,1,credit_card,1,206.76
Wee0BdCu2nW8,1,credit_card,3,171.43
hcbkkT4BXOeF,1,credit_card,4,41.06
q4alPiEAfkgA,1,wallet,1,138.07
rTItcPzZKkyK,1,credit_card,1,183.56
p7lqOErWs0Ym,1,credit_card,2,34.73
QMtUv1ASVnYn,1,wallet,1,161.55
f96Dy8jzW8KS,1,credit_card,4,134.46
im63fzHpzZAH,1,credit_card,1,313.53
1q8aP0yAXrfA,1,credit_card,5,81.0
KVTWh6tXXr1G,1,credit_card,1,172.06
4WSTKcGvNAar,1,credit_card,8,633.88
OWfWTAqwohrr,1,credit_card,8,105.37
l9cjYIqgoScD,1,credit_card,10,95.24
FM37xknrWqCA,1,credit_card,1,85.76
WOqNuxZKgXf1,1,wallet,1,685.7
8OWwB8UDCcZ2,1,credit_card,2,125.81
Xb6f6dYq6ZPU,1,credit_card,2,91.35
fBDIGIx01jo7,1,wallet,1,485.34
uXgVvzfAuUHg,1,credit_card,2,66.39
AZz7w8tORgt4,1,credit_card,1,124.2
ay3E3gwZrfYF,1,credit_card,2,58.37
Lti2Hb39j28d,1,credit_card,6,196.07
yejuRto5jwLB,1,credit_card,8,46.14
uuemb1oKqaMe,1,credit_card,2,559.26
ikqkVQXwHbB2,1,credit_card,2,10.81
6PoVlTsCqE2j,1,credit_card,6,135.09
AQuRhW1IGDfn,1,debit_card,1,172.58
SO74yr3mZugI,1,credit_card,10,88.58
Wb7MdtLVhSUn,1,credit_card,2,257.25
tpnEWPw9WGee,1,wallet,1,213.11
Fa51T3LWzUYh,1,credit_card,3,213.72
IjN3eaS90CaC,1,wallet,1,299.72
oxIkEjn1C5EQ,1,wallet,1,10.12
KVgXqKftW402,1,credit_card,9,142.0
ORGeVivqr3A0,1,credit_card,1,127.54
ZSrGNSRwhuHH,1,credit_card,1,38.55
F21Wa3R3p1jO,1,credit_card,8,145.64
FXOgeIbKFUbj,1,credit_card,10,154.51
CPOXItPek6rM,1,credit_card,6,3.33
CFiOeRDMDvR4,1,credit_card,1,174.8
vOuQX1jCd4AY,1,credit_card,1,158.53
hfXwkJwCXTLa,1,credit_card,1,310.27
5yMMVfvRGLfy,1,credit_card,2,511.2
AmIpQeUbFYAL,1,wallet,1,238.15
RFJGGAgnpFYo,1,credit_card,2,169.99
Uq0qxEQSGYGp,1,credit_card,1,138.78
Qn3L0SdueSi5,1,credit_card,3,60.48
YwSH8unaDE5h,1,credit_card,2,29.84
GmIoUsuYs7WO,1,credit_card,10,198.88
DfidZSnjh82Z,2,credit_card,7,125.66
laY6xHFlxxMK,1,debit_card,1,70.48
sQ0wmvjE4BSt,1,credit_card,1,31.98
pNUagPRJuiem,1,credit_card,2,218.19
mmh9CtnPkzyd,2,voucher,1,303.77
pst5IjUYOb1f,1,credit_card,1,67.93
BtY60HMwGiqk,1,credit_card,1,97.01
ylbzUTGtkD1L,1,credit_card,4,807.54
EmBebZ2GYNKj,1,credit_card,2,50.39
mAOG56GiOe8l,1,credit_card,2,630.06
jKzg3TZy7Q1U,1,credit_card,6,245.95
L01YSInsyYf8,1,wallet,1,50.08
lCZSPjSMpPfX,1,wallet,1,109.42
DNKQqAGklRCe,1,credit_card,3,175.08
qVYjuHfGswsc,1,credit_card,8,206.32
43pvRHeqqaIX,1,credit_card,1,218.03
7WTbJ4Fxvxdh,1,credit_card,1,139.17
AuvAzhis4FTT,1,credit_card,4,103.53
ViPLnZb5DbFe,1,wallet,1,499.29
wDCJT1gbttP4,1,credit_card,1,815.65
yDhh2dkgPgUb,1,credit_card,2,227.76
IA8fbMboFDUj,1,credit_card,5,214.69
idrR5PsxLDoN,1,credit_card,8,151.02
m7ijs4r2VpH0,1,credit_card,1,33.96
JIhdKAT402w4,1,credit_card,6,145.98
WmJCyqZRx1ma,1,credit_card,4,17.17
3pq2xJyMlvPW,1,credit_card,10,112.51
sKlsKVPXUVPd,1,credit_card,4,228.58
sP0UcPXO8wsN,1,wallet,1,54.89
GcpPxL78P6im,1,credit_card,1,494.93
PrO91HNwmWkm,1,credit_card,2,100.13
GB0ZBe47lHyE,1,wallet,1,6.82
O6v2zLoEsLsL,1,credit_card,5,224.31
CgA6BdPswfBF,1,credit_card,7,162.36
iADD7UlHvH0t,1,credit_card,2,627.58
Eg8jqoPVGZHf,1,credit_card,8,115.68
wM7IjfiNQPqU,1,credit_card,3,198.28
IpMYlMAmKsfT,1,wallet,1,38.94
sr528gBV7cja,1,credit_card,1,177.46
sNzuOOAnpFcw,1,credit_card,1,21.19
UknzDEOCrfLA,1,credit_card,1,282.77
6kTDELU8snac,1,credit_card,1,188.05
BDUS5it5BSYn,1,wallet,1,87.62
CAjbITniliIc,2,credit_card,3,89.46
no8PKBNXUihB,1,credit_card,1,323.91
ZvhZyozpKCkW,1,credit_card,10,247.76
0YIGNXad4ewU,1,wallet,1,12.97
et0VvLmLK1vs,1,credit_card,4,166.26
FIxOmlsEDAgR,1,wallet,1,194.88
v83SF2vT23CK,1,credit_card,4,216.36
YiMsvlG7kQWC,1,credit_card,4,161.48
QnZUMCXrsZNu,1,wallet,1,195.84
igANgbCtlXBW,1,credit_card,5,185.11
snXCWAXtmqLe,1,credit_card,6,120.38
TyPt2ab6Cg6h,1,credit_card,1,235.61
JJqJpJIXWmyP,1,credit_card,5,164.39
acmIEsRmKc40,1,credit_card,2,665.87
Z6wb9unDBjgg,1,credit_card,2,172.86
r0Bi7uC2yLhg,1,credit_card,10,320.11
51jsm0UtNhjq,1,credit_card,1,102.09
JmVFVN7oQkQY,1,credit_card,3,241.45
AIjysORzLuL8,1,credit_card,4,4.33
5aztVu90jjFz,1,credit_card,1,358.76
z8mMBIvulDQf,1,credit_card,2,364.46
qqFQyQ4qQJJK,1,credit_card,2,217.82
uOWeCKgdUFDI,1,credit_card,2,60.9
CFc1DrMGoBs6,1,credit_card,1,369.66
AqEP09i15xoT,1,credit_card,1,345.38
YM2OyfT4emjd,1,credit_card,1,97.08
oMDmL4cfAL6e,1,credit_card,1,212.13
KwjCaXo43Pal,1,credit_card,12,117.24
DrymaxXfXO0N,1,credit_card,1,1381.87
8OY2gyDCsxo6,1,credit_card,8,1052.14
plC7rB4O8gVb,1,credit_card,1,241.95
s1nn3RjNTQgL,1,credit_card,2,277.48
